corr_valid_fraction_vs_mae,corr_valid_fraction_vs_spread,coverage_mean,coverage_vs,n,random_width_mean_s,valid_fraction_mean,valid_fraction_std,vs_mae,vs_spread_mean,window
,,0.645538330078125,0.6383094787597656,1024,,0.3509252667427063,0.15815050899982452,0.16400378942489624,0.17863067984580994,full-2-60
,,0.6367925008138021,0.6295394897460938,1024,,0.23487156629562378,0.12900446355342865,0.19171515107154846,0.20577079057693481,p2-40
,,0.6151695251464844,0.6095237731933594,1024,,0.13514631986618042,0.08849269151687622,0.2757432460784912,0.28689348697662354,p10-30
,,0.6367619832356771,0.6283912658691406,1024,,0.24136817455291748,0.1106901690363884,0.17728406190872192,0.19054009020328522,p15-45
-0.44006273052235306,-0.5767157305241223,0.6297556559244791,0.6224327087402344,1024,29.83017921447754,0.1867717206478119,0.11508293449878693,0.20845547318458557,0.2210589349269867,random-window
